stenosis_ID,artery_length_mm,diameter_mm,stenosis_position_mm,stenosis_length_mm,stenosis_severity_pct,start_mm,end_mm,is_eccentric
A60_S0347,100.0,3.8,18.8,14.4,63.2,11.6,26.0,TRUE
S60_S0348,100.0,3.9,33.2,10.2,67.1,28.1,38.3,FALSE
A50_S0349,100.0,4.0,22.8,15.0,57.7,15.3,30.3,TRUE
S50_S0350,100.0,3.6,32.9,14.6,56.2,25.6,40.2,FALSE
A40_S0351,100.0,3.6,25.4,10.6,43.8,20.1,30.7,TRUE
S40_S0352,100.0,3.7,30.7,11.7,49.3,24.8,36.6,FALSE
S60_S0353,100.0,3.8,34.0,14.3,64.8,26.8,41.2,FALSE
S40_S0354,100.0,3.5,32.8,11.9,47.8,26.8,38.8,FALSE
S40_S0355,100.0,3.7,29.9,9.3,46.2,25.2,34.6,FALSE
S60_S0356,100.0,3.8,34.6,10.5,60.9,29.4,39.8,FALSE
S70_S0357,100.0,3.8,34.8,13.9,72.1,27.8,41.8,FALSE
S50_S0358,100.0,3.9,25.6,11.0,53.5,20.1,31.1,FALSE
A50_S0359,100.0,3.7,23.7,16.6,59.9,15.4,32.0,TRUE
S50_S0360,100.0,3.9,24.4,9.0,50.4,19.9,28.9,FALSE
S60_S0361,100.0,3.9,36.9,16.8,65.3,28.5,45.3,FALSE
S50_S0362,100.0,3.6,27.2,13.5,51.9,20.4,34.0,FALSE
A60_S0363,100.0,3.9,31.4,13.5,69.5,24.6,38.2,TRUE
A60_S0364,100.0,4.0,22.1,11.1,61.5,16.6,27.6,TRUE
A70_S0365,100.0,3.5,20.2,15.9,78.0,12.2,28.2,TRUE
S50_S0366,100.0,3.9,22.4,16.7,53.2,14.0,30.8,FALSE
A60_S0367,100.0,3.9,24.6,12.4,61.0,18.4,30.8,TRUE
S50_S0368,100.0,4.0,35.5,16.1,56.2,27.4,43.6,FALSE
S60_S0369,100.0,3.6,21.6,16.0,65.5,13.6,29.6,FALSE
A50_S0370,100.0,3.6,26.0,15.9,52.0,18.0,34.0,TRUE
A30_S0371,100.0,4.0,23.4,7.9,36.5,19.4,27.4,TRUE
S60_S0372,100.0,3.7,33.2,14.8,68.2,25.8,40.6,FALSE
A60_S0373,100.0,3.7,33.4,9.1,60.8,28.8,37.9,TRUE
S60_S0374,100.0,3.9,19.5,12.2,65.5,13.4,25.6,FALSE
S60_S0375,100.0,3.9,22.1,19.0,69.7,12.6,31.6,FALSE
S60_S0376,100.0,3.7,31.3,17.1,69.1,22.8,39.8,FALSE
A40_S0377,100.0,3.7,31.0,5.5,44.2,28.2,33.8,TRUE
S40_S0378,100.0,3.6,21.4,13.9,46.4,14.4,28.4,FALSE
S50_S0379,100.0,3.9,32.9,11.2,58.9,27.3,38.5,FALSE
S40_S0380,100.0,3.8,33.8,13.0,45.6,27.3,40.3,FALSE
S50_S0381,100.0,3.7,20.4,12.8,58.7,14.0,26.8,FALSE
A60_S0382,100.0,3.8,35.6,11.4,66.6,29.9,41.3,TRUE
S50_S0383,100.0,3.6,33.5,8.2,59.9,29.4,37.6,FALSE
A60_S0384,100.0,3.5,28.9,17.3,66.7,20.2,37.6,TRUE
A40_S0385,100.0,4.0,31.1,9.8,45.7,26.2,36.0,TRUE
A60_S0386,100.0,3.9,21.5,10.6,64.3,16.2,26.8,TRUE
S30_S0387,100.0,3.6,33.2,16.9,32.3,24.8,41.7,FALSE
S50_S0388,100.0,3.9,24.9,18.8,51.9,15.5,34.3,FALSE
A50_S0389,100.0,3.9,34.3,13.0,50.4,27.8,40.8,TRUE
S70_S0390,100.0,3.8,31.6,13.7,72.0,24.8,38.4,FALSE
S50_S0391,100.0,3.8,21.5,12.4,57.8,15.3,27.7,FALSE
S50_S0392,100.0,3.7,26.7,18.2,59.0,17.6,35.8,FALSE
A60_S0393,100.0,3.6,24.1,9.7,64.0,19.2,29.0,TRUE
A50_S0394,100.0,3.7,34.7,11.1,50.8,29.2,40.2,TRUE
S50_S0395,100.0,3.6,19.8,8.6,55.9,15.5,24.1,FALSE
A50_S0396,100.0,3.8,19.5,13.0,53.8,13.0,26.0,TRUE
S60_S0397,100.0,3.9,34.2,16.0,67.5,26.2,42.2,FALSE
S60_S0398,100.0,3.8,32.2,16.6,66.3,23.9,40.5,FALSE
A50_S0399,100.0,3.6,21.7,9.7,58.7,16.8,26.6,TRUE
S50_S0400,100.0,3.9,26.2,14.7,56.5,18.8,33.6,FALSE
A50_S0401,100.0,3.7,19.3,10.4,53.4,14.1,24.5,TRUE
S40_S0402,100.0,3.7,19.0,15.6,41.7,11.2,26.8,FALSE
A60_S0403,100.0,3.6,28.8,11.9,60.5,22.8,34.8,TRUE
S50_S0404,100.0,3.6,27.6,11.0,54.1,22.1,33.1,FALSE
S50_S0405,100.0,3.6,26.0,14.3,55.5,18.8,33.2,FALSE
S50_S0406,100.0,3.6,31.3,10.3,54.1,26.2,36.4,FALSE
S50_S0407,100.0,4.0,30.3,19.9,57.7,20.4,40.2,FALSE
S50_S0408,100.0,3.6,20.9,13.0,55.8,14.4,27.4,FALSE
S50_S0409,100.0,3.6,32.3,12.0,55.5,26.3,38.3,FALSE
S40_S0410,100.0,4.0,30.8,14.2,46.2,23.7,37.9,FALSE
S40_S0411,100.0,3.9,26.1,15.4,48.8,18.4,33.8,FALSE
A60_S0412,100.0,3.6,30.2,9.8,65.8,25.3,35.1,TRUE
S50_S0413,100.0,4.0,33.8,17.7,57.5,24.9,42.6,FALSE
A40_S0414,100.0,3.8,26.7,10.3,41.6,21.5,31.8,TRUE
S50_S0415,100.0,3.5,29.7,17.1,58.0,21.2,38.2,FALSE
S60_S0416,100.0,3.8,24.5,7.6,66.2,20.7,28.3,FALSE
A60_S0417,100.0,3.7,18.7,10.6,63.1,13.4,24.0,TRUE
A50_S0418,100.0,3.7,36.7,6.5,53.9,33.4,40.0,TRUE
A70_S0419,100.0,3.5,21.8,9.8,76.6,16.9,26.7,TRUE
A60_S0420,100.0,3.6,23.2,14.0,67.2,16.2,30.2,TRUE
S50_S0421,100.0,3.8,26.0,15.4,54.0,18.3,33.7,FALSE
A70_S0422,100.0,3.7,23.3,11.9,79.5,17.4,29.2,TRUE
S70_S0423,100.0,3.7,35.5,14.0,73.6,28.5,42.5,FALSE
A50_S0424,100.0,3.9,37.0,14.2,59.5,29.9,44.1,TRUE
S40_S0425,100.0,3.7,33.5,19.2,46.8,23.9,43.1,FALSE
S60_S0426,100.0,3.8,37.0,10.9,68.8,31.6,42.4,FALSE
A40_S0427,100.0,4.0,32.3,16.1,45.7,24.2,40.3,TRUE
S50_S0428,100.0,3.6,24.0,8.8,52.9,19.6,28.4,FALSE
S30_S0429,100.0,3.8,35.6,15.0,33.3,28.1,43.1,FALSE
S70_S0430,100.0,3.7,20.5,15.3,73.8,12.8,28.2,FALSE
S70_S0431,100.0,3.7,23.4,8.9,75.8,19.0,27.8,FALSE
A50_S0432,100.0,3.8,20.0,11.5,53.6,14.2,25.8,TRUE
S30_S0433,100.0,3.8,34.8,15.6,38.7,27.0,42.6,FALSE
A50_S0434,100.0,3.7,30.2,12.4,52.8,24.0,36.4,TRUE
S50_S0435,100.0,3.8,26.5,10.6,58.6,21.2,31.8,FALSE
A70_S0436,100.0,3.8,28.3,11.2,71.3,22.7,33.9,TRUE
S60_S0437,100.0,3.9,34.8,12.0,65.1,28.8,40.8,FALSE
S60_S0438,100.0,3.7,34.8,15.0,63.4,27.3,42.3,FALSE
S40_S0439,100.0,3.9,32.2,9.7,40.5,27.4,37.1,FALSE
A60_S0440,100.0,3.5,20.3,13.4,66.4,13.6,27.0,TRUE
S50_S0441,100.0,3.7,19.6,11.7,52.3,13.8,25.5,FALSE
A50_S0442,100.0,3.6,23.2,8.2,50.5,19.1,27.3,TRUE
S60_S0443,100.0,4.0,28.5,14.7,62.1,21.2,35.8,FALSE
S40_S0444,100.0,3.8,29.5,11.4,45.8,23.8,35.2,FALSE
A50_S0445,100.0,3.8,21.7,10.9,54.8,16.2,27.2,TRUE
S50_S0446,100.0,3.8,25.7,13.3,57.1,19.0,32.4,FALSE
S60_S0447,100.0,3.7,23.4,16.0,64.4,15.4,31.4,FALSE
S50_S0448,100.0,3.7,19.5,15.8,58.3,11.6,27.4,FALSE
S50_S0449,100.0,3.7,35.6,13.5,55.6,28.8,42.4,FALSE
S70_S0450,100.0,3.6,27.5,10.0,73.3,22.5,32.5,FALSE
S50_S0451,100.0,3.5,34.3,7.5,51.3,30.6,38.0,FALSE
S50_S0452,100.0,3.6,24.2,15.7,59.6,16.4,32.0,FALSE
S40_S0453,100.0,3.9,31.5,13.4,48.6,24.8,38.2,FALSE
S50_S0454,100.0,3.7,29.4,9.4,56.3,24.7,34.1,FALSE
A40_S0455,100.0,3.8,32.4,10.8,42.5,27.0,37.8,TRUE
S70_S0456,100.0,3.7,33.5,10.5,73.3,28.2,38.8,FALSE
A40_S0457,100.0,3.6,33.3,12.6,48.7,27.0,39.6,TRUE
S60_S0458,100.0,3.5,26.9,7.1,63.9,23.3,30.4,FALSE
S50_S0459,100.0,3.7,27.1,12.3,51.5,21.0,33.2,FALSE
S50_S0460,100.0,4.0,33.2,17.2,51.6,24.6,41.8,FALSE
S60_S0461,100.0,3.9,24.8,8.6,66.9,20.5,29.1,FALSE
S60_S0462,100.0,3.8,29.3,11.7,61.2,23.5,35.2,FALSE
A50_S0463,100.0,3.9,32.2,17.2,56.8,23.6,40.8,TRUE
S50_S0464,100.0,3.9,36.9,9.2,51.4,32.3,41.5,FALSE
A60_S0465,100.0,3.9,21.2,6.1,66.5,18.2,24.2,TRUE
S70_S0466,100.0,3.8,30.5,8.3,73.7,26.4,34.6,FALSE
A70_S0467,100.0,3.6,34.3,15.8,73.2,26.4,42.2,TRUE
S50_S0468,100.0,3.9,29.4,11.1,53.3,23.8,34.9,FALSE
A40_S0469,100.0,3.9,28.1,15.1,40.0,20.6,35.6,TRUE
S40_S0470,100.0,3.8,25.9,10.0,46.5,20.9,30.9,FALSE
A40_S0471,100.0,3.8,25.6,6.0,44.9,22.6,28.6,TRUE
A50_S0472,100.0,3.8,33.7,9.6,52.3,28.9,38.5,TRUE
A80_S0473,100.0,3.6,35.6,15.9,80.3,27.6,43.6,TRUE
S70_S0474,100.0,3.5,29.4,16.8,74.5,21.0,37.8,FALSE
S60_S0475,100.0,3.7,28.7,16.5,60.6,20.4,37.0,FALSE
A60_S0476,100.0,3.8,32.0,11.3,61.6,26.4,37.6,TRUE
S70_S0477,100.0,3.7,21.8,10.5,71.5,16.6,27.0,FALSE
A50_S0478,100.0,3.8,28.6,17.0,59.5,20.1,37.1,TRUE
A50_S0479,100.0,3.5,25.1,11.9,57.6,19.2,31.0,TRUE
S50_S0480,100.0,3.8,24.7,13.0,55.6,18.2,31.2,FALSE
S60_S0481,100.0,3.5,20.4,17.0,63.1,11.9,28.9,FALSE
A70_S0482,100.0,3.8,20.5,18.6,73.0,11.2,29.8,TRUE
A50_S0483,100.0,3.6,24.4,14.6,56.5,17.1,31.7,TRUE
S50_S0484,100.0,3.9,27.6,16.1,52.6,19.6,35.7,FALSE
S70_S0485,100.0,3.6,34.5,13.6,75.3,27.7,41.3,FALSE
A50_S0486,100.0,3.7,27.3,5.3,57.9,24.7,30.0,TRUE
S50_S0487,100.0,3.8,29.6,19.1,54.4,20.0,39.2,FALSE
A60_S0488,100.0,4.0,31.8,12.1,65.8,25.8,37.8,TRUE
S50_S0489,100.0,3.9,26.6,16.8,57.2,18.2,35.0,FALSE
S60_S0490,100.0,3.7,18.6,12.1,60.1,12.6,24.7,FALSE
A60_S0491,100.0,3.8,20.3,12.9,60.2,13.8,26.8,TRUE
S40_S0492,100.0,3.6,25.1,17.0,49.9,16.6,33.6,FALSE
S50_S0493,100.0,3.7,35.6,8.9,58.2,31.2,40.1,FALSE
S50_S0494,100.0,3.8,21.5,11.6,55.5,15.7,27.3,FALSE
S80_S0495,100.0,3.8,20.4,16.2,80.5,12.3,28.5,FALSE
A70_S0496,100.0,3.6,34.4,5.6,78.6,31.6,37.2,TRUE
A60_S0497,100.0,4.0,37.1,8.1,61.3,33.1,41.2,TRUE
S50_S0498,100.0,3.6,32.6,12.7,53.0,26.2,39.0,FALSE
S50_S0499,100.0,3.8,31.4,18.8,58.4,22.0,40.8,FALSE
S70_S0500,100.0,3.6,35.5,18.1,76.0,26.4,44.6,FALSE
A60_S0501,100.0,3.5,28.6,11.3,62.2,23.0,34.2,TRUE
S50_S0502,100.0,3.7,25.0,7.2,57.7,21.4,28.6,FALSE
S60_S0503,100.0,3.6,24.8,12.1,60.7,18.8,30.8,FALSE
S80_S0504,100.0,3.6,25.0,9.6,86.5,20.2,29.8,FALSE
S50_S0505,100.0,3.7,24.4,18.7,52.2,15.0,33.8,FALSE
A70_S0506,100.0,4.0,33.8,16.1,70.2,25.7,41.8,TRUE
A50_S0507,100.0,3.8,20.4,18.1,53.3,11.3,29.4,TRUE
A50_S0508,100.0,3.7,19.2,11.2,57.9,13.6,24.8,TRUE
A50_S0509,100.0,3.7,23.7,11.2,59.3,18.1,29.3,TRUE
S60_S0510,100.0,3.8,34.5,12.7,60.5,28.2,40.8,FALSE
S50_S0511,100.0,3.6,29.7,12.8,58.1,23.3,36.1,FALSE
S60_S0512,100.0,4.0,22.3,13.8,63.7,15.4,29.2,FALSE
S70_S0513,100.0,3.8,32.7,14.3,70.1,25.6,39.8,FALSE
S60_S0514,100.0,3.5,33.3,10.7,68.2,27.9,38.6,FALSE
S50_S0515,100.0,3.8,34.6,11.4,55.2,28.9,40.3,FALSE
S60_S0516,100.0,3.6,28.4,12.4,64.4,22.2,34.6,FALSE
A50_S0517,100.0,3.8,34.4,14.7,55.1,27.0,41.8,TRUE
A40_S0518,100.0,3.7,26.2,17.0,43.1,17.7,34.7,TRUE
S60_S0519,100.0,3.5,21.6,11.8,69.6,15.7,27.5,FALSE
S80_S0520,100.0,3.8,28.7,7.1,85.7,25.2,32.2,FALSE
S40_S0521,100.0,3.5,17.1,14.6,49.8,9.8,24.4,FALSE
S70_S0522,100.0,3.7,24.5,9.1,70.4,20.0,29.0,FALSE
A60_S0523,100.0,3.5,23.6,12.4,61.1,17.4,29.8,TRUE
S60_S0524,100.0,3.7,30.6,8.8,63.4,26.2,35.0,FALSE
S60_S0525,100.0,3.9,30.1,13.8,68.3,23.2,37.0,FALSE
S60_S0526,100.0,3.8,28.6,14.5,62.7,21.4,35.8,FALSE
S50_S0527,100.0,3.5,23.0,13.1,52.6,16.4,29.6,FALSE
A60_S0528,100.0,4.0,39.6,15.1,69.2,32.1,47.2,TRUE
S50_S0529,100.0,3.7,32.8,10.5,59.6,27.6,38.0,FALSE
S50_S0530,100.0,3.5,27.9,14.1,58.8,20.8,34.9,FALSE
S60_S0531,100.0,3.9,39.1,13.2,60.6,32.5,45.7,FALSE
S60_S0532,100.0,3.7,32.6,12.7,63.4,26.2,39.0,FALSE
S50_S0533,100.0,3.7,27.6,7.8,50.7,23.7,31.5,FALSE
S50_S0534,100.0,3.7,32.3,13.3,51.1,25.6,38.9,FALSE
S70_S0535,100.0,3.6,28.3,11.2,72.9,22.7,33.9,FALSE
A60_S0536,100.0,3.9,31.3,15.3,63.8,23.6,39.0,TRUE
S70_S0537,100.0,3.7,29.2,11.5,70.9,23.4,35.0,FALSE
A50_S0538,100.0,3.6,27.3,12.8,59.0,20.9,33.7,TRUE
S60_S0539,100.0,3.5,19.8,19.3,63.4,10.2,29.4,FALSE
S40_S0540,100.0,3.6,23.1,7.2,43.9,19.5,26.7,FALSE
A50_S0541,100.0,3.8,25.8,8.8,57.1,21.4,30.2,TRUE
S60_S0542,100.0,3.9,28.4,11.9,64.5,22.4,34.4,FALSE
A50_S0543,100.0,3.6,32.9,12.6,56.7,26.6,39.2,TRUE
S40_S0544,100.0,3.8,31.8,17.8,47.0,22.9,40.7,FALSE
S50_S0545,100.0,3.7,20.1,11.2,58.2,14.5,25.7,FALSE
S60_S0546,100.0,3.6,36.0,12.1,67.0,30.0,42.0,FALSE
S60_S0547,100.0,3.8,30.5,12.3,61.7,24.4,36.6,FALSE
S60_S0548,100.0,4.0,29.6,17.6,60.3,20.8,38.4,FALSE
A60_S0549,100.0,3.7,31.8,14.3,62.6,24.6,39.0,TRUE
S50_S0550,100.0,4.0,32.2,10.9,52.1,26.8,37.7,FALSE
S60_S0551,100.0,3.6,22.6,13.3,66.5,16.0,29.2,FALSE
S70_S0552,100.0,3.8,33.5,13.9,70.1,26.6,40.4,FALSE
S60_S0553,100.0,3.6,24.5,8.5,63.5,20.2,28.8,FALSE
A70_S0554,100.0,3.6,20.6,11.4,74.0,14.9,26.3,TRUE
A50_S0555,100.0,3.7,36.0,12.6,58.3,29.7,42.3,TRUE
S60_S0556,100.0,3.7,35.7,17.6,60.0,26.9,44.5,FALSE
S60_S0557,100.0,3.5,32.3,13.6,62.8,25.5,39.1,FALSE
S50_S0558,100.0,3.8,26.5,5.9,58.7,23.6,29.4,FALSE
S50_S0559,100.0,3.9,25.9,11.4,52.4,20.2,31.6,FALSE
A70_S0560,100.0,3.6,19.8,18.4,78.6,10.6,29.0,TRUE
S60_S0561,100.0,3.6,20.1,14.4,60.7,12.9,27.3,FALSE
S80_S0562,100.0,3.7,27.8,11.4,83.4,22.1,33.5,FALSE
S70_S0563,100.0,3.5,27.4,12.7,76.8,21.0,33.8,FALSE
S60_S0564,100.0,3.5,24.2,7.5,66.6,20.4,28.0,FALSE
S70_S0565,100.0,3.8,26.6,12.4,73.6,20.4,32.8,FALSE
A50_S0566,100.0,3.5,31.3,13.4,52.0,24.6,38.0,TRUE
S60_S0567,100.0,3.7,24.9,15.7,61.7,17.0,32.8,FALSE
S60_S0568,100.0,4.0,31.5,7.4,62.3,27.8,35.2,FALSE
A70_S0569,100.0,4.0,26.9,13.7,77.5,20.0,33.8,TRUE
S70_S0570,100.0,3.9,37.1,7.7,78.3,33.2,41.0,FALSE
S70_S0571,100.0,3.8,27.4,8.7,70.6,23.0,31.8,FALSE
S50_S0572,100.0,3.5,21.6,16.5,58.2,13.4,29.8,FALSE
A40_S0573,100.0,4.0,38.0,10.5,48.1,32.8,43.2,TRUE
A60_S0574,100.0,3.9,35.6,7.1,60.9,32.1,39.2,TRUE
S70_S0575,100.0,3.5,34.7,9.1,77.9,30.2,39.2,FALSE
S60_S0576,100.0,4.0,36.6,11.9,68.9,30.6,42.6,FALSE
S50_S0577,100.0,3.6,24.7,11.0,59.4,19.2,30.2,FALSE
A50_S0578,100.0,3.6,24.1,16.1,58.7,16.0,32.2,TRUE
A70_S0579,100.0,3.8,19.5,14.0,79.6,12.5,26.5,TRUE
A40_S0580,100.0,3.6,20.4,16.7,47.0,12.0,28.8,TRUE
A30_S0581,100.0,3.9,34.3,10.3,39.0,29.2,39.4,TRUE
S50_S0582,100.0,3.9,20.6,12.5,53.7,14.4,26.8,FALSE
S40_S0583,100.0,3.8,31.5,16.4,40.6,23.3,39.7,FALSE
A50_S0584,100.0,3.9,24.9,19.1,58.5,15.3,34.4,TRUE
S50_S0585,100.0,3.6,20.9,15.5,50.2,13.2,28.6,FALSE
A50_S0586,100.0,3.8,30.7,17.8,56.6,21.8,39.6,TRUE
S50_S0587,100.0,3.6,32.3,14.2,58.9,25.2,39.4,FALSE
S70_S0588,100.0,3.6,26.1,16.5,70.6,17.8,34.4,FALSE
S40_S0589,100.0,3.6,19.6,16.7,46.4,11.3,28.0,FALSE
S60_S0590,100.0,3.6,29.0,11.4,61.6,23.3,34.7,FALSE
S40_S0591,100.0,3.9,25.9,10.2,44.4,20.8,31.0,FALSE
A60_S0592,100.0,3.7,25.8,13.8,65.7,18.9,32.7,TRUE
S60_S0593,100.0,3.7,35.5,15.2,62.0,27.9,43.1,FALSE
A60_S0594,100.0,3.9,22.2,19.7,63.8,12.4,32.0,TRUE
S40_S0595,100.0,4.0,24.9,13.6,41.8,18.1,31.7,FALSE
A60_S0596,100.0,3.9,30.0,15.8,64.5,22.1,37.9,TRUE
S60_S0597,100.0,3.6,27.3,12.6,63.6,21.0,33.6,FALSE
A50_S0598,100.0,3.9,34.8,9.8,53.7,29.9,39.7,TRUE
S60_S0599,100.0,4.0,34.2,16.8,61.9,25.8,42.6,FALSE
S60_S0600,100.0,3.7,35.6,10.5,66.9,30.4,40.8,FALSE
A50_S0601,100.0,3.6,35.9,10.5,59.3,30.6,41.2,TRUE
S40_S0602,100.0,3.8,27.2,15.5,49.0,19.4,35.0,FALSE
S60_S0603,100.0,3.5,23.3,14.0,61.7,16.3,30.3,FALSE
A40_S0604,100.0,4.0,25.5,16.4,43.2,17.3,33.7,TRUE
A80_S0605,100.0,3.7,27.8,8.2,82.1,23.7,31.9,TRUE
S70_S0606,100.0,4.0,25.2,14.1,72.0,18.2,32.2,FALSE
S50_S0607,100.0,3.6,29.1,12.3,56.1,23.0,35.2,FALSE
S40_S0608,100.0,3.7,31.5,18.2,49.0,22.4,40.6,FALSE
S60_S0609,100.0,3.7,32.9,9.0,62.5,28.4,37.4,FALSE
S60_S0610,100.0,3.8,29.1,17.5,61.5,20.4,37.8,FALSE
S70_S0611,100.0,3.7,29.0,10.2,71.7,23.9,34.1,FALSE
A40_S0612,100.0,3.8,22.3,10.5,49.2,17.0,27.6,TRUE
S50_S0613,100.0,3.5,18.4,10.1,57.9,13.3,23.4,FALSE
A60_S0614,100.0,3.7,35.1,11.1,61.8,29.6,40.6,TRUE
S50_S0615,100.0,3.5,18.4,16.6,53.8,10.1,26.7,FALSE
A50_S0616,100.0,3.7,18.4,13.4,52.3,11.7,25.1,TRUE
A60_S0617,100.0,3.8,31.3,14.0,63.0,24.3,38.3,TRUE
A60_S0618,100.0,3.6,31.6,9.2,61.9,27.0,36.2,TRUE
S40_S0619,100.0,3.6,28.1,17.8,41.0,19.2,37.0,FALSE
A50_S0620,100.0,3.8,34.5,16.4,58.3,26.3,42.7,TRUE
S50_S0621,100.0,3.7,35.0,11.8,57.8,29.1,40.9,FALSE
S50_S0622,100.0,3.7,25.9,18.7,50.6,16.5,35.2,FALSE
A70_S0623,100.0,3.5,21.0,17.1,73.9,12.4,29.6,TRUE
A40_S0624,100.0,3.9,26.1,9.9,46.2,21.2,31.0,TRUE
S40_S0625,100.0,3.8,36.7,15.9,49.7,28.8,44.7,FALSE
A50_S0626,100.0,3.8,22.2,9.6,59.1,17.4,27.0,TRUE
S70_S0627,100.0,3.5,26.2,8.7,72.9,21.8,30.6,FALSE
S60_S0628,100.0,3.7,35.3,7.0,66.6,31.8,38.8,FALSE
S60_S0629,100.0,3.7,27.2,14.8,65.6,19.8,34.6,FALSE
A50_S0630,100.0,3.5,22.8,9.8,52.9,17.9,27.7,TRUE
S60_S0631,100.0,3.9,23.2,10.4,66.8,18.0,28.4,FALSE
S50_S0632,100.0,3.6,26.3,11.2,54.2,20.7,31.9,FALSE
S50_S0633,100.0,3.5,34.8,12.3,50.4,28.6,40.9,FALSE
S70_S0634,100.0,3.8,26.2,11.0,76.7,20.7,31.7,FALSE
S70_S0635,100.0,3.7,23.9,11.0,70.6,18.4,29.4,FALSE
S60_S0636,100.0,3.8,19.5,12.9,65.4,13.0,26.0,FALSE
A50_S0637,100.0,3.9,23.9,14.5,54.4,16.6,31.2,TRUE
S50_S0638,100.0,3.5,25.1,7.7,54.5,21.2,29.0,FALSE
S50_S0639,100.0,3.7,30.1,8.4,50.5,25.9,34.3,FALSE
A60_S0640,100.0,3.6,19.0,6.4,61.1,15.8,22.2,TRUE
S50_S0641,100.0,3.9,22.3,5.0,59.8,19.8,24.8,FALSE
S60_S0642,100.0,3.6,27.4,9.5,64.7,22.6,32.2,FALSE
S50_S0643,100.0,3.6,32.5,12.8,58.8,26.1,38.9,FALSE
A50_S0644,100.0,3.9,35.4,17.7,54.8,26.6,44.2,TRUE
A70_S0645,100.0,3.9,32.9,9.1,71.7,28.4,37.4,TRUE
A40_S0646,100.0,3.6,35.8,7.3,44.3,32.2,39.4,TRUE
S50_S0647,100.0,3.7,22.9,11.1,55.2,17.3,28.4,FALSE
S40_S0648,100.0,3.9,38.5,15.6,49.7,30.7,46.3,FALSE
S50_S0649,100.0,3.5,29.6,11.0,50.9,24.1,35.1,FALSE
S60_S0650,100.0,3.8,35.0,9.1,63.3,30.4,39.6,FALSE
S50_S0651,100.0,3.5,32.5,18.9,59.5,23.0,42.0,FALSE
A60_S0652,100.0,3.6,28.9,12.0,69.3,22.9,34.9,TRUE
S60_S0653,100.0,3.7,19.9,9.9,69.8,15.0,24.8,FALSE
S50_S0654,100.0,3.8,30.1,10.7,55.4,24.8,35.4,FALSE
S60_S0655,100.0,3.8,21.2,13.3,64.2,14.6,27.8,FALSE
S60_S0656,100.0,3.6,32.5,7.9,64.1,28.6,36.4,FALSE
S60_S0657,100.0,3.7,21.6,14.6,66.2,14.3,28.9,FALSE
A60_S0658,100.0,3.9,26.1,13.7,61.6,19.2,33.0,TRUE
S40_S0659,100.0,3.7,22.6,9.4,47.2,17.9,27.3,FALSE
S60_S0660,100.0,4.0,30.8,5.3,60.8,28.2,33.4,FALSE
A60_S0661,100.0,4.0,32.7,7.5,69.3,29.0,36.4,TRUE
S70_S0662,100.0,3.9,34.3,9.5,75.0,29.6,39.0,FALSE
A50_S0663,100.0,3.7,20.6,10.2,50.2,15.5,25.7,TRUE
S50_S0664,100.0,3.8,27.1,8.4,55.8,22.9,31.3,FALSE
S40_S0665,100.0,3.7,30.1,12.8,48.0,23.7,36.5,FALSE
S50_S0666,100.0,4.0,35.3,8.9,59.8,30.8,39.8,FALSE
S60_S0667,100.0,3.8,23.4,12.3,60.2,17.2,29.6,FALSE
S60_S0668,100.0,3.8,21.4,9.5,66.1,16.6,26.2,FALSE
A60_S0669,100.0,3.9,24.6,12.5,64.4,18.4,30.8,TRUE
A50_S0670,100.0,3.9,24.4,17.5,53.4,15.6,33.2,TRUE
S50_S0671,100.0,3.8,25.3,15.9,52.7,17.4,33.2,FALSE
A50_S0672,100.0,3.8,37.8,15.6,57.3,30.0,45.6,TRUE
A70_S0673,100.0,3.7,18.7,7.1,74.8,15.2,22.2,TRUE
S40_S0674,100.0,3.7,35.7,11.9,48.0,29.8,41.7,FALSE
A70_S0675,100.0,3.8,19.2,15.3,72.8,11.5,26.8,TRUE
A70_S0676,100.0,3.9,31.1,14.5,70.8,23.8,38.4,TRUE
S50_S0677,100.0,3.9,37.5,14.8,58.9,30.1,44.9,FALSE
S40_S0678,100.0,3.6,30.9,9.3,49.2,26.2,35.6,FALSE
A70_S0679,100.0,3.5,32.8,15.2,76.2,25.2,40.4,TRUE
S50_S0680,100.0,3.8,23.8,9.5,51.0,19.0,28.6,FALSE
S40_S0681,100.0,3.7,20.4,14.2,45.2,13.3,27.5,FALSE
S60_S0682,100.0,3.9,27.3,14.8,64.0,19.9,34.7,FALSE
S40_S0683,100.0,3.8,38.3,19.6,48.2,28.5,48.1,FALSE
S50_S0684,100.0,3.8,27.1,7.6,51.3,23.3,30.9,FALSE
S60_S0685,100.0,3.9,24.6,11.0,64.6,19.1,30.1,FALSE
S50_S0686,100.0,3.7,32.5,19.1,50.0,23.0,42.0,FALSE
A50_S0687,100.0,3.7,23.7,12.0,59.2,17.7,29.7,TRUE
A60_S0688,100.0,3.5,18.3,17.7,62.3,9.5,27.2,TRUE
A60_S0689,100.0,3.9,37.8,17.9,67.0,28.8,46.8,TRUE
S40_S0690,100.0,3.7,24.4,13.6,43.7,17.6,31.2,FALSE
A70_S0691,100.0,3.8,36.1,11.1,71.9,30.6,41.6,TRUE
S70_S0692,100.0,3.6,17.8,17.4,72.7,9.1,26.5,FALSE
S30_S0693,100.0,3.8,25.9,12.7,38.3,19.5,32.2,FALSE
S50_S0694,100.0,3.9,37.1,12.7,53.3,30.8,43.4,FALSE
